tag_index,tag_name,unmasked_weight,masked_rowsum,p,N,Nd
187,hour:2013-10-13-12,12,64527957057,68724326401,35162,420370
188,hour:2013-10-13-13,12,50858851482,68724326401,35162,420370
189,hour:2013-10-13-14,12,63254828678,68724326401,35162,420370
190,hour:2013-10-13-15,12,66020400900,68724326401,35162,420370
191,hour:2013-10-13-16,12,36297205669,68724326401,35162,420370
192,hour:2013-10-13-17,12,44543454590,68724326401,35162,420370
193,hour:2013-10-13-18,12,10774246584,68724326401,35162,420370
194,hour:2013-10-13-19,12,62203526508,68724326401,35162,420370
195,hour:2013-10-13-2,12,19099577356,68724326401,35162,420370
196,hour:2013-10-13-20,12,67907088963,68724326401,35162,420370
197,hour:2013-10-13-21,12,43639478138,68724326401,35162,420370
198,hour:2013-10-13-22,12,38799142768,68724326401,35162,420370
199,hour:2013-10-13-23,12,64945679637,68724326401,35162,420370
200,hour:2013-10-13-3,12,4826640119,68724326401,35162,420370
201,hour:2013-10-13-4,12,50237255715,68724326401,35162,420370
202,hour:2013-10-13-5,12,66708499720,68724326401,35162,420370
203,hour:2013-10-13-6,12,27023295364,68724326401,35162,420370
204,hour:2013-10-13-7,12,2187392020,68724326401,35162,420370
205,hour:2013-10-13-8,12,7029735026,68724326401,35162,420370
206,hour:2013-10-13-9,12,22591274873,68724326401,35162,420370
207,hour:2013-10-14-0,12,1413504270,68724326401,35162,420370
208,hour:2013-10-14-1,12,42435124785,68724326401,35162,420370
209,hour:2013-10-14-10,12,55142511626,68724326401,35162,420370
210,hour:2013-10-14-11,12,9288042125,68724326401,35162,420370
211,hour:2013-10-14-12,12,804805653,68724326401,35162,420370
212,hour:2013-10-14-13,12,5148369838,68724326401,35162,420370
213,hour:2013-10-14-14,12,56308960459,68724326401,35162,420370
214,hour:2013-10-14-15,12,38647322649,68724326401,35162,420370
215,hour:2013-10-14-16,12,6432490911,68724326401,35162,420370
216,hour:2013-10-14-17,12,16187840967,68724326401,35162,420370
217,hour:2013-10-14-18,12,1362573730,68724326401,35162,420370
218,hour:2013-10-14-19,12,38638517050,68724326401,35162,420370
219,hour:2013-10-14-2,12,6482880856,68724326401,35162,420370
220,hour:2013-10-14-20,12,26801362474,68724326401,35162,420370
221,hour:2013-10-14-21,12,58938662252,68724326401,35162,420370
222,hour:2013-10-14-22,12,68635180687,68724326401,35162,420370
223,hour:2013-10-14-23,12,28102198016,68724326401,35162,420370
224,hour:2013-10-14-3,12,34296065269,68724326401,35162,420370
225,hour:2013-10-14-4,12,20964960274,68724326401,35162,420370
226,hour:2013-10-14-5,12,44440386266,68724326401,35162,420370
227,hour:2013-10-14-6,12,39284387632,68724326401,35162,420370
228,hour:2013-10-14-7,12,47536231987,68724326401,35162,420370
229,hour:2013-10-14-8,12,50154690241,68724326401,35162,420370
230,hour:2013-10-14-9,12,19039096808,68724326401,35162,420370
231,hour:2013-10-15-0,12,34358284000,68724326401,35162,420370
232,hour:2013-10-15-1,12,68205234086,68724326401,35162,420370
233,hour:2013-10-15-10,12,46794364966,68724326401,35162,420370
234,hour:2013-10-15-11,12,18292264158,68724326401,35162,420370
235,hour:2013-10-15-12,12,3222597963,68724326401,35162,420370
236,hour:2013-10-15-13,12,28847873008,68724326401,35162,420370
237,hour:2013-10-15-14,12,21049418109,68724326401,35162,420370
238,hour:2013-10-15-15,12,30214770650,68724326401,35162,420370
239,hour:2013-10-15-16,12,942090626,68724326401,35162,420370
240,hour:2013-10-15-17,12,21644253712,68724326401,35162,420370
241,hour:2013-10-15-18,12,38217486839,68724326401,35162,420370
242,hour:2013-10-15-19,12,30520199495,68724326401,35162,420370
243,hour:2013-10-15-2,12,33151954302,68724326401,35162,420370
244,hour:2013-10-15-20,12,54583763577,68724326401,35162,420370
245,hour:2013-10-15-21,12,11741723345,68724326401,35162,420370
246,hour:2013-10-15-22,12,58189520059,68724326401,35162,420370
247,hour:2013-10-15-23,12,3641789263,68724326401,35162,420370
248,hour:2013-10-15-3,12,26130242473,68724326401,35162,420370
249,hour:2013-10-15-4,12,4120812219,68724326401,35162,420370
250,hour:2013-10-15-5,12,60168909532,68724326401,35162,420370
251,hour:2013-10-15-6,12,35703401909,68724326401,35162,420370
252,hour:2013-10-15-7,12,25035291053,68724326401,35162,420370
253,hour:2013-10-15-8,12,44402512060,68724326401,35162,420370
254,hour:2013-10-15-9,12,12059166895,68724326401,35162,420370
255,hour:2013-10-16-0,12,7679516684,68724326401,35162,420370
256,hour:2013-10-16-1,12,26029496590,68724326401,35162,420370
257,hour:2013-10-16-10,12,36027206540,68724326401,35162,420370
258,hour:2013-10-16-11,12,23049928737,68724326401,35162,420370
259,hour:2013-10-16-12,12,27856354562,68724326401,35162,420370
260,hour:2013-10-16-13,12,18293454268,68724326401,35162,420370
261,hour:2013-10-16-14,12,19998026252,68724326401,35162,420370
262,hour:2013-10-16-15,12,21322529056,68724326401,35162,420370
263,hour:2013-10-16-16,12,63374344454,68724326401,35162,420370
264,hour:2013-10-16-17,12,38897116785,68724326401,35162,420370
265,hour:2013-10-16-18,12,66625582306,68724326401,35162,420370
266,hour:2013-10-16-19,12,54075023287,68724326401,35162,420370
267,hour:2013-10-16-2,12,66341757615,68724326401,35162,420370
268,hour:2013-10-16-20,12,61193333861,68724326401,35162,420370
269,hour:2013-10-16-21,12,65594605346,68724326401,35162,420370
270,hour:2013-10-16-22,12,61421102920,68724326401,35162,420370
271,hour:2013-10-16-23,12,35235465842,68724326401,35162,420370
272,hour:2013-10-16-3,12,39682748711,68724326401,35162,420370
273,hour:2013-10-16-4,12,2236689480,68724326401,35162,420370
274,hour:2013-10-16-5,12,50591505335,68724326401,35162,420370
275,hour:2013-10-16-6,12,34239832342,68724326401,35162,420370
276,hour:2013-10-16-7,12,46422049354,68724326401,35162,420370
277,hour:2013-10-16-8,12,24129620161,68724326401,35162,420370
278,hour:2013-10-16-9,12,60302582317,68724326401,35162,420370
279,hour:2013-10-17-0,12,52614273272,68724326401,35162,420370
280,hour:2013-10-17-1,12,63290052511,68724326401,35162,420370
281,hour:2013-10-17-10,12,15321158565,68724326401,35162,420370
282,hour:2013-10-17-11,12,2166617326,68724326401,35162,420370
283,hour:2013-10-17-12,12,35768065795,68724326401,35162,420370
284,hour:2013-10-17-13,12,65190144368,68724326401,35162,420370
285,hour:2013-10-17-14,12,44744833065,68724326401,35162,420370
286,hour:2013-10-17-15,12,20021200572,68724326401,35162,420370
287,hour:2013-10-17-16,12,51827501876,68724326401,35162,420370
288,hour:2013-10-17-17,12,55681856642,68724326401,35162,420370
289,hour:2013-10-17-18,12,38807891696,68724326401,35162,420370
290,hour:2013-10-17-19,12,43607133547,68724326401,35162,420370
291,hour:2013-10-17-2,12,57026166618,68724326401,35162,420370
292,hour:2013-10-17-20,12,5929791574,68724326401,35162,420370
293,hour:2013-10-17-21,12,15998751627,68724326401,35162,420370
294,hour:2013-10-17-22,12,18356327542,68724326401,35162,420370
295,hour:2013-10-17-23,12,54614079101,68724326401,35162,420370
296,hour:2013-10-17-3,12,9297624184,68724326401,35162,420370
297,hour:2013-10-17-4,12,16821260947,68724326401,35162,420370
298,hour:2013-10-17-5,12,52866314268,68724326401,35162,420370
299,hour:2013-10-17-6,12,23466538558,68724326401,35162,420370
300,hour:2013-10-17-7,12,57941095795,68724326401,35162,420370
301,hour:2013-10-17-8,12,64399616429,68724326401,35162,420370
302,hour:2013-10-17-9,12,41616498926,68724326401,35162,420370
303,hour:2013-10-18-0,12,25696971165,68724326401,35162,420370
304,hour:2013-10-18-1,12,25080587847,68724326401,35162,420370
305,hour:2013-10-18-10,12,54686231121,68724326401,35162,420370
306,hour:2013-10-18-11,12,30367392082,68724326401,35162,420370
307,hour:2013-10-18-12,12,534415685,68724326401,35162,420370
308,hour:2013-10-18-13,12,47663191013,68724326401,35162,420370
309,hour:2013-10-18-14,12,40705296242,68724326401,35162,420370
310,hour:2013-10-18-15,12,43753914098,68724326401,35162,420370
311,hour:2013-10-18-16,12,58978592444,68724326401,35162,420370
312,hour:2013-10-18-17,12,19805273249,68724326401,35162,420370
313,hour:2013-10-18-18,12,8356205356,68724326401,35162,420370
314,hour:2013-10-18-19,12,36695239109,68724326401,35162,420370
315,hour:2013-10-18-2,12,46531619085,68724326401,35162,420370
316,hour:2013-10-18-20,12,58386924253,68724326401,35162,420370
317,hour:2013-10-18-21,12,17881012192,68724326401,35162,420370
318,hour:2013-10-18-22,12,19570643360,68724326401,35162,420370
319,hour:2013-10-18-23,12,8818429099,68724326401,35162,420370
320,hour:2013-10-18-3,12,64811288600,68724326401,35162,420370
321,hour:2013-10-18-4,12,43911430125,68724326401,35162,420370
322,hour:2013-10-18-5,12,51018667468,68724326401,35162,420370
323,hour:2013-10-18-6,12,46307511162,68724326401,35162,420370
324,hour:2013-10-18-7,12,33514838855,68724326401,35162,420370
325,hour:2013-10-18-8,12,23878588975,68724326401,35162,420370
326,hour:2013-10-18-9,12,53201787667,68724326401,35162,420370
327,hour:2013-10-19-0,12,9769202975,68724326401,35162,420370
328,hour:2013-10-19-1,12,49203394595,68724326401,35162,420370
329,hour:2013-10-19-10,12,38713505135,68724326401,35162,420370
330,hour:2013-10-19-11,12,39199348775,68724326401,35162,420370
331,hour:2013-10-19-12,12,44123214371,68724326401,35162,420370
332,hour:2013-10-19-13,12,11839908978,68724326401,35162,420370
333,hour:2013-10-19-14,12,54630003595,68724326401,35162,420370
334,hour:2013-10-19-15,12,22143090857,68724326401,35162,420370
335,hour:2013-10-19-16,12,4664532503,68724326401,35162,420370
336,hour:2013-10-19-17,12,65354501642,68724326401,35162,420370
337,hour:2013-10-19-18,12,48140425883,68724326401,35162,420370
338,hour:2013-10-19-19,12,65670325051,68724326401,35162,420370
339,hour:2013-10-19-2,12,28385580370,68724326401,35162,420370
340,hour:2013-10-19-20,12,750411467,68724326401,35162,420370
341,hour:2013-10-19-21,12,67987358312,68724326401,35162,420370
342,hour:2013-10-19-22,12,13773412154,68724326401,35162,420370
343,hour:2013-10-19-23,12,64895540008,68724326401,35162,420370
344,hour:2013-10-19-3,12,39386605204,68724326401,35162,420370
345,hour:2013-10-19-4,12,47678602736,68724326401,35162,420370
346,hour:2013-10-19-5,12,11874894961,68724326401,35162,420370
347,hour:2013-10-19-6,12,51376171968,68724326401,35162,420370
348,hour:2013-10-19-7,12,68316981279,68724326401,35162,420370
349,hour:2013-10-19-8,12,45640701790,68724326401,35162,420370
350,hour:2013-10-19-9,12,67531258721,68724326401,35162,420370
351,hour:2013-10-2-0,12,35557618697,68724326401,35162,420370
352,hour:2013-10-2-1,12,37890434882,68724326401,35162,420370
353,hour:2013-10-2-10,12,33940801893,68724326401,35162,420370
354,hour:2013-10-2-11,12,7509769709,68724326401,35162,420370
355,hour:2013-10-2-12,12,38053114428,68724326401,35162,420370
356,hour:2013-10-2-13,12,31364265,68724326401,35162,420370
357,hour:2013-10-2-14,12,10509702043,68724326401,35162,420370
358,hour:2013-10-2-15,12,9013441025,68724326401,35162,420370
359,hour:2013-10-2-16,12,46557605657,68724326401,35162,420370
360,hour:2013-10-2-17,12,19399951583,68724326401,35162,420370
361,hour:2013-10-2-18,12,16149323311,68724326401,35162,420370
362,hour:2013-10-2-19,12,290169130,68724326401,35162,420370
363,hour:2013-10-2-2,12,41532383363,68724326401,35162,420370
364,hour:2013-10-2-20,12,44460309371,68724326401,35162,420370
365,hour:2013-10-2-21,12,48805294308,68724326401,35162,420370
366,hour:2013-10-2-22,12,15589077014,68724326401,35162,420370
367,hour:2013-10-2-23,12,21018559567,68724326401,35162,420370
368,hour:2013-10-2-3,12,50271449469,68724326401,35162,420370
369,hour:2013-10-2-4,12,26171294425,68724326401,35162,420370
370,hour:2013-10-2-5,12,10845642067,68724326401,35162,420370
371,hour:2013-10-2-6,12,20777064518,68724326401,35162,420370
372,hour:2013-10-2-7,12,48272493147,68724326401,35162,420370
373,hour:2013-10-2-8,12,45990727176,68724326401,35162,420370
374,hour:2013-10-2-9,12,1351063298,68724326401,35162,420370
375,hour:2013-10-20-0,12,27077081568,68724326401,35162,420370
376,hour:2013-10-20-1,12,58029664148,68724326401,35162,420370
377,hour:2013-10-20-10,12,53066433716,68724326401,35162,420370
378,hour:2013-10-20-11,12,38129409539,68724326401,35162,420370
379,hour:2013-10-20-12,12,67405933595,68724326401,35162,420370
380,hour:2013-10-20-13,12,27527669237,68724326401,35162,420370
381,hour:2013-10-20-14,12,40655499535,68724326401,35162,420370
382,hour:2013-10-20-15,12,2732290164,68724326401,35162,420370
383,hour:2013-10-20-16,12,11673782368,68724326401,35162,420370
384,hour:2013-10-20-17,12,63057538208,68724326401,35162,420370
385,hour:2013-10-20-18,12,46581174883,68724326401,35162,420370
386,hour:2013-10-20-19,12,26703016938,68724326401,35162,420370
387,hour:2013-10-20-2,12,57368728079,68724326401,35162,420370
388,hour:2013-10-20-20,12,62477095731,68724326401,35162,420370
389,hour:2013-10-20-21,12,39347241371,68724326401,35162,420370
390,hour:2013-10-20-22,12,22934196880,68724326401,35162,420370
391,hour:2013-10-20-23,12,1103305123,68724326401,35162,420370
392,hour:2013-10-20-3,12,43052155856,68724326401,35162,420370
393,hour:2013-10-20-4,12,31201414354,68724326401,35162,420370
394,hour:2013-10-20-5,12,22237236889,68724326401,35162,420370
395,hour:2013-10-20-6,12,18284942982,68724326401,35162,420370
396,hour:2013-10-20-7,12,28978290069,68724326401,35162,420370
397,hour:2013-10-20-8,12,56492770124,68724326401,35162,420370
398,hour:2013-10-20-9,12,32606773696,68724326401,35162,420370
399,hour:2013-10-21-0,12,16294496638,68724326401,35162,420370
400,hour:2013-10-21-1,12,6736970379,68724326401,35162,420370
401,hour:2013-10-21-10,12,62342023781,68724326401,35162,420370
402,hour:2013-10-21-11,12,59960455282,68724326401,35162,420370
403,hour:2013-10-21-12,12,58065311491,68724326401,35162,420370
404,hour:2013-10-21-13,12,62254305655,68724326401,35162,420370
405,hour:2013-10-21-14,12,32651021366,68724326401,35162,420370
406,hour:2013-10-21-15,12,52634107999,68724326401,35162,420370
407,hour:2013-10-21-16,12,17320664373,68724326401,35162,420370
408,hour:2013-10-21-17,12,13368915444,68724326401,35162,420370
409,hour:2013-10-21-18,12,14945458553,68724326401,35162,420370
410,hour:2013-10-21-19,12,42296851936,68724326401,35162,420370
411,hour:2013-10-21-2,12,33420089219,68724326401,35162,420370
412,hour:2013-10-21-20,12,58686770146,68724326401,35162,420370
413,hour:2013-10-21-21,12,21726824951,68724326401,35162,420370
414,hour:2013-10-21-22,12,24027776084,68724326401,35162,420370
415,hour:2013-10-21-23,12,33636751887,68724326401,35162,420370
416,hour:2013-10-21-3,12,16366606637,68724326401,35162,420370
417,hour:2013-10-21-4,12,20855551509,68724326401,35162,420370
418,hour:2013-10-21-5,12,44081925425,68724326401,35162,420370
419,hour:2013-10-21-6,12,64259917295,68724326401,35162,420370
420,hour:2013-10-21-7,12,50465651872,68724326401,35162,420370
421,hour:2013-10-21-8,12,15806131599,68724326401,35162,420370
422,hour:2013-10-21-9,12,64317488217,68724326401,35162,420370
423,hour:2013-10-22-0,12,58852407852,68724326401,35162,420370
424,hour:2013-10-22-1,12,489644059,68724326401,35162,420370
425,hour:2013-10-22-10,12,768510945,68724326401,35162,420370
426,hour:2013-10-22-11,12,60100243345,68724326401,35162,420370
427,hour:2013-10-22-12,12,20792346022,68724326401,35162,420370
428,hour:2013-10-22-13,12,39485860633,68724326401,35162,420370
429,hour:2013-10-22-14,12,40369669904,68724326401,35162,420370
430,hour:2013-10-22-15,12,8870476578,68724326401,35162,420370
431,hour:2013-10-22-16,12,15532809954,68724326401,35162,420370
432,hour:2013-10-22-17,12,67182735818,68724326401,35162,420370
433,hour:2013-10-22-18,12,66371745943,68724326401,35162,420370
434,hour:2013-10-22-19,12,50347521635,68724326401,35162,420370
435,hour:2013-10-22-2,12,56966762696,68724326401,35162,420370
436,hour:2013-10-22-20,12,3786234615,68724326401,35162,420370
437,hour:2013-10-22-21,12,16673353175,68724326401,35162,420370
438,hour:2013-10-22-22,12,29619106702,68724326401,35162,420370
439,hour:2013-10-22-23,12,3099185261,68724326401,35162,420370
440,hour:2013-10-22-3,12,38578571972,68724326401,35162,420370
441,hour:2013-10-22-4,12,28784027939,68724326401,35162,420370
442,hour:2013-10-22-5,12,14815766639,68724326401,35162,420370
443,hour:2013-10-22-6,12,45370972174,68724326401,35162,420370
444,hour:2013-10-22-7,12,50000315402,68724326401,35162,420370
445,hour:2013-10-22-8,12,38796486866,68724326401,35162,420370
